chrom	start	end	score
chr3	27829393	27829449	3
chr3	27832793	27832901	1
chr3	27833475	27834129	1
chr3	27833676	27833728	1
chr3	27834129	27834274	2
chr3	27834163	27834363	4
chr3	27834228	27834458	1
chr3	27834743	27834967	2
chr3	27836057	27836255	1
chr3	27837463	27837695	2
chr3	27837472	27837642	2
chr3	27837551	27837663	3
chr3	27837554	27837716	2
chr3	27837591	27837638	1
chr3	27837595	27837665	1
chr3	27837605	27837703	1
chr3	27837644	27837698	4
chr3	27837660	27838075	2
chr3	27837710	27837770	1
chr3	27837720	27837765	1
chr3	27837732	27838122	1
chr3	27837826	27837889	1
chr3	27838544	27838886	1
chr3	27839787	27839933	2
chr3	27840442	27841064	1
chr3	27841493	27841536	1
chr3	27841651	27841991	1
chr3	27842477	27842708	3
chr3	27843361	27843527	1
chr3	27843740	27844303	1
chr3	27844505	27844534	1
chr3	27844534	27844728	1
chr3	27846132	27846416	1
chr3	27846295	27846444	6
chr3	27846349	27846600	2
chr3	27846446	27847010	1
chr3	27846564	27846981	1
chr3	27846644	27846820	3
chr3	27846757	27846968	1
chr3	27846757	27847010	1
chr3	27846759	27847060	1
chr3	27846772	27847067	1
chr3	27846779	27847020	1
chr3	27846789	27847042	1
chr3	27846790	27846887	4
chr3	27846790	27847136	2
chr3	27846854	27847015	2
chr3	27846856	27847061	5
chr3	27846881	27847051	1
chr3	27846882	27846997	3
chr3	27846913	27846968	5
chr3	27846918	27847061	1
chr3	27846921	27847015	3
chr3	27846926	27847055	2
chr3	27846940	27847168	2
chr3	27846941	27847036	1
chr3	27846951	27846986	2
chr3	27846951	27847178	1
chr3	27846966	27847100	1
chr3	27846968	27847015	1
chr3	27846969	27847010	1
chr3	27846971	27847107	1
chr3	27846977	27847005	2
chr3	27846987	27847050	4
chr3	27846994	27847069	2
chr3	27846997	27847037	1
chr3	27846997	27847055	4
chr3	27846997	27847234	1
chr3	27846999	27847037	1
chr3	27847001	27847252	1
chr3	27847001	27847257	1
chr3	27847005	27847221	1
chr3	27847007	27847050	4
chr3	27847010	27847042	4
chr3	27847010	27847430	1
chr3	27847015	27847186	1
chr3	27847025	27847127	2
chr3	27847037	27847069	1
chr3	27847041	27847107	4
chr3	27847041	27847166	1
chr3	27847043	27847098	1
chr3	27847050	27847175	1
chr3	27847098	27847136	1
chr3	27850249	27850611	1
chr3	27854868	27854919	2
chr3	27854944	27854996	1
chr3	27855004	27855030	1
chr3	27858400	27858778	1
chr3	27858778	27858863	1
chr3	27865805	27866186	1
chr3	27867885	27868093	2
chr3	27867896	27868135	3
chr3	27867903	27868090	3
chr3	27867952	27868149	5
chr3	27868049	27868100	2
chr3	27868080	27868117	1
chr3	27868100	27868167	1
chr3	27868100	27868389	1
chr3	27868110	27868135	1
chr3	27868110	27868174	4
chr3	27868117	27868162	2
chr3	27868128	27868154	1
chr3	27868135	27868382	1
chr3	27868136	27868182	1
chr3	27868138	27868516	4
chr3	27868138	27868722	1
chr3	27868154	27868542	1
chr3	27868182	27868415	1
chr3	27868183	27868545	1
chr3	27868279	27868345	1
chr3	27868302	27868464	1
chr3	27868302	27868730	3
chr3	27868346	27868581	2
chr3	27868410	27868614	1
chr3	27868534	27868743	1
chr3	27868652	27868766	5
chr3	27868716	27868768	2
chr3	27868735	27868778	6
chr3	27868740	27868778	1
chr3	27868778	27868981	1
chr3	27868912	27869119	1
chr3	27870946	27871147	2
chr3	27871317	27871524	2
chr3	27871322	27871477	1
chr3	27871987	27872206	1
chr3	27872128	27872285	3
chr3	27872136	27872180	1
chr3	27872191	27872382	2
chr3	27872382	27872593	1
chr3	27873643	27873908	1
chr3	27873650	27873815	1
chr3	27874957	27875178	1
chr3	27875659	27875775	1
chr3	27875930	27876113	1
chr3	27876900	27877255	1
chr3	27878028	27878066	1
chr3	27878066	27878298	1
chr3	27878404	27878680	1
chr3	27878411	27878762	1
chr3	27878502	27878861	1
chr3	27878508	27878779	2
chr3	27878518	27878847	7
chr3	27878680	27878853	1
chr3	27878711	27878903	2
chr3	27878727	27878843	1
chr3	27878730	27878779	1
chr3	27878784	27878869	1
chr3	27878899	27879099	1
chr3	27881642	27881705	2
chr3	27881890	27882290	2
chr3	27881908	27882084	1
chr3	27882102	27882320	4
chr3	27882181	27882542	1
chr3	27882202	27882649	3
chr3	27882232	27882308	1
chr3	27882254	27882399	5
chr3	27882254	27882521	1
chr3	27882298	27882327	1
chr3	27882309	27882558	1
chr3	27882320	27882473	1
chr3	27882325	27882552	2
chr3	27882328	27882385	2
chr3	27882328	27882398	1
chr3	27882330	27882420	1
chr3	27882356	27882435	4
chr3	27882364	27882460	1
chr3	27882366	27882543	1
chr3	27882393	27882468	2
chr3	27882393	27882519	1
chr3	27882398	27882473	1
chr3	27882409	27882552	3
chr3	27882420	27882503	1
chr3	27882420	27882641	2
chr3	27882425	27882491	3
chr3	27882435	27882473	1
chr3	27882436	27882552	2
chr3	27882436	27882603	3
chr3	27882436	27882693	1
chr3	27882461	27882523	1
chr3	27882480	27882551	3
chr3	27882480	27882617	4
chr3	27882480	27882689	3
chr3	27882485	27882616	4
chr3	27882485	27882673	2
chr3	27882503	27882603	3
chr3	27882516	27882579	1
chr3	27882521	27882593	1
chr3	27882523	27882603	7
chr3	27882523	27882622	1
chr3	27882524	27882571	1
chr3	27882538	27882790	3
chr3	27882540	27882593	1
chr3	27882548	27882593	1
chr3	27882552	27882607	1
chr3	27882589	27882616	4
chr3	27882590	27882896	1
chr3	27882593	27882661	1
chr3	27882593	27882693	2
chr3	27882593	27882701	1
chr3	27882593	27882792	4
chr3	27882603	27882649	1
chr3	27882603	27882689	2
chr3	27882605	27882691	2
chr3	27882617	27882700	6
chr3	27882621	27882731	4
chr3	27882648	27882693	1
chr3	27882705	27882797	3
chr3	27882792	27883237	3
chr3	27882891	27883207	2
chr3	27883207	27883335	1
chr3	27884655	27884847	1
chr3	27884687	27884753	2
chr3	27884745	27884799	1
chr3	27884787	27884819	1
chr3	27884810	27885041	2
chr3	27884819	27884881	3
chr3	27884847	27884915	1
chr3	27884885	27884932	2
chr3	27884895	27884970	1
chr3	27885041	27885415	1
chr3	27885510	27885718	2
chr3	27885560	27885803	3
chr3	27885618	27885735	1
chr3	27885618	27886004	1
chr3	27885630	27885727	9
chr3	27885658	27885772	1
chr3	27885714	27885762	4
chr3	27885722	27885773	1
chr3	27885729	27885939	7
chr3	27885734	27885974	3
chr3	27885740	27885802	8
chr3	27885774	27885801	2
chr3	27885790	27886004	3
chr3	27886519	27886935	2
chr3	27888506	27888679	1
chr3	27889200	27889368	1
chr3	27889944	27890008	1
chr3	27890480	27890596	3
chr3	27890487	27890596	2
chr3	27890513	27890596	2
chr3	27890534	27890591	1
chr3	27890912	27891323	1
chr3	27891618	27891652	3
chr3	27894991	27895151	2
chr3	27895981	27896181	2
chr3	27896198	27896540	3
chr3	27896215	27896355	1
chr3	27896504	27896664	5
chr3	27898429	27898633	1
chr3	27899300	27899716	1
chr3	27899477	27899632	4
chr3	27899607	27899735	2
chr3	27899731	27899977	1
chr3	27899814	27900015	3
chr3	27899845	27900394	1
chr3	27900371	27900415	1
chr3	27900534	27900746	2
chr3	27900990	27901178	2
chr3	27901356	27901532	3
chr3	27901423	27901621	1
chr3	27901438	27901494	2
chr3	27901473	27901746	4
chr3	27901496	27901582	1
chr3	27901603	27902677	1
chr3	27902070	27902102	2
chr3	27902375	27902640	1
chr3	27902383	27902716	1
chr3	27902523	27902610	1
chr3	27902573	27902650	2
chr3	27902575	27902609	1
chr3	27902575	27902744	2
chr3	27902584	27902655	2
chr3	27902588	27902677	1
chr3	27902590	27902682	2
chr3	27902590	27902778	1
chr3	27902593	27902640	6
chr3	27902596	27902640	1
chr3	27902596	27902653	1
chr3	27902596	27902677	1
chr3	27902596	27902686	12
chr3	27902596	27902707	1
chr3	27902598	27902648	1
chr3	27902598	27902672	1
chr3	27902598	27902764	2
chr3	27902603	27902640	1
chr3	27902603	27902672	1
chr3	27902603	27902677	8
chr3	27902603	27902707	1
chr3	27902608	27902666	4
chr3	27902608	27902706	1
chr3	27902608	27902719	1
chr3	27902608	27902730	2
chr3	27902608	27902772	1
chr3	27902609	27902730	7
chr3	27902610	27902677	2
chr3	27902610	27902686	2
chr3	27902610	27903006	2
chr3	27902613	27902701	1
chr3	27902613	27902763	1
chr3	27902613	27902985	2
chr3	27902618	27903167	1
chr3	27902625	27902794	1
chr3	27902626	27902684	1
chr3	27902626	27902690	1
chr3	27902632	27902677	1
chr3	27902634	27903020	1
chr3	27902635	27902690	1
chr3	27902640	27902677	1
chr3	27902640	27902690	1
chr3	27902640	27902695	4
chr3	27902640	27902700	2
chr3	27902640	27902738	1
chr3	27902640	27902770	1
chr3	27902643	27902677	2
chr3	27902643	27902722	1
chr3	27902643	27902931	3
chr3	27902648	27902770	3
chr3	27902651	27902696	1
chr3	27902655	27902700	2
chr3	27902655	27902706	1
chr3	27902658	27902762	1
chr3	27902668	27902701	1
chr3	27902670	27902735	2
chr3	27902672	27902874	4
chr3	27902673	27902744	1
chr3	27902677	27902707	3
chr3	27902677	27902728	4
chr3	27902677	27902730	3
chr3	27902677	27902917	4
chr3	27902680	27902744	15
chr3	27902680	27902970	1
chr3	27902682	27902725	1
chr3	27902682	27902744	4
chr3	27902682	27902753	1
chr3	27902682	27903020	1
chr3	27902682	27903027	2
chr3	27902682	27903676	1
chr3	27902684	27902750	9
chr3	27902686	27902763	1
chr3	27902686	27902844	1
chr3	27902686	27902956	1
chr3	27902686	27902967	1
chr3	27902686	27902975	2
chr3	27902687	27902956	2
chr3	27902688	27902962	3
chr3	27902690	27902746	1
chr3	27902690	27902763	2
chr3	27902690	27902764	1
chr3	27902690	27902972	2
chr3	27902695	27902730	2
chr3	27902695	27902758	2
chr3	27902695	27902900	1
chr3	27902700	27902737	1
chr3	27902700	27902802	2
chr3	27902700	27902894	2
chr3	27902700	27903116	1
chr3	27902701	27902778	3
chr3	27902701	27902929	1
chr3	27902703	27902956	1
chr3	27902705	27902745	4
chr3	27902705	27902802	3
chr3	27902707	27902753	1
chr3	27902707	27902962	2
chr3	27902707	27902967	2
chr3	27902707	27903001	1
chr3	27902716	27902776	1
chr3	27902716	27902949	1
chr3	27902719	27902910	1
chr3	27902720	27902956	1
chr3	27902722	27902972	1
chr3	27902722	27903020	2
chr3	27902725	27902962	1
chr3	27902730	27902888	4
chr3	27902730	27903010	2
chr3	27902731	27902831	6
chr3	27902731	27902956	4
chr3	27902732	27903006	1
chr3	27902736	27902778	1
chr3	27902746	27903129	2
chr3	27902746	27903193	1
chr3	27902748	27902894	2
chr3	27902763	27902872	3
chr3	27902768	27902921	2
chr3	27902770	27902804	2
chr3	27902778	27902917	1
chr3	27902778	27902967	1
chr3	27902852	27902905	1
chr3	27902856	27902965	4
chr3	27902862	27902917	1
chr3	27902872	27902920	1
chr3	27902874	27902915	1
chr3	27902876	27902920	1
chr3	27902888	27902941	11
chr3	27902888	27903699	1
chr3	27902904	27902956	3
chr3	27902910	27902937	1
chr3	27902911	27902956	4
chr3	27902917	27903116	1
chr3	27902920	27902961	1
chr3	27902937	27903006	4
chr3	27902946	27903006	10
chr3	27902946	27903424	1
chr3	27902949	27903214	1
chr3	27902956	27903027	1
chr3	27902967	27903342	5
chr3	27902986	27903195	3
chr3	27902990	27903193	1
chr3	27902991	27903204	1
chr3	27903027	27903321	1
chr3	27903116	27903169	4
chr3	27903121	27903330	1
chr3	27903149	27903512	3
chr3	27903169	27903214	1
chr3	27903228	27903311	1
chr3	27903270	27903311	5
chr3	27903296	27903352	1
chr3	27903308	27903347	1
chr3	27903341	27903520	2
chr3	27903347	27903706	1
chr3	27903367	27903409	2
chr3	27903390	27903433	4
chr3	27904170	27904349	2
chr3	27906180	27906371	1
chr3	27907825	27907982	7
chr3	27909201	27909517	2
chr3	27911639	27911873	2
chr3	27913507	27913760	1
chr3	27913917	27913943	1
chr3	27914552	27914738	1
chr3	27915038	27915268	3
chr3	27915756	27915934	3
chr3	27916245	27917161	1
chr3	27916565	27916599	1
chr3	27916565	27916783	1
chr3	27916849	27916890	2
chr3	27916907	27917306	1
chr3	27917356	27917428	1
chr3	27918153	27918612	1
chr3	27918475	27918502	1
chr3	27918490	27918565	2
chr3	27918532	27918847	1
chr3	27918595	27918696	2
chr3	27918614	27918694	3
chr3	27918622	27918712	2
chr3	27918625	27918893	1
chr3	27918631	27918689	2
chr3	27918637	27918752	3
chr3	27918639	27919024	1
chr3	27918641	27918694	1
chr3	27918704	27919265	1
chr3	27918722	27919172	1
chr3	27918747	27918806	1
chr3	27918748	27918813	1
chr3	27918768	27918822	1
chr3	27918770	27918806	1
chr3	27918780	27918818	6
chr3	27918780	27918923	2
chr3	27918806	27918881	2
chr3	27918840	27919591	1
chr3	27919010	27919449	1
chr3	27919039	27919278	1
chr3	27919043	27919489	1
chr3	27919059	27919319	2
chr3	27919080	27919283	1
chr3	27919100	27919315	1
chr3	27919113	27919334	1
chr3	27919116	27919246	2
chr3	27919185	27919281	1
chr3	27919195	27919416	1
chr3	27919216	27919346	2
chr3	27919218	27919624	3
chr3	27919226	27919492	1
chr3	27919227	27919329	1
chr3	27919231	27919392	5
chr3	27919233	27919360	1
chr3	27919234	27919634	2
chr3	27919236	27919392	2
chr3	27919248	27919616	1
chr3	27919261	27919310	1
chr3	27919261	27919416	5
chr3	27919261	27919439	4
chr3	27919261	27919629	1
chr3	27919268	27919389	5
chr3	27919273	27919324	4
chr3	27919276	27919334	2
chr3	27919276	27919339	1
chr3	27919276	27919360	3
chr3	27919278	27919638	1
chr3	27919283	27919444	2
chr3	27919283	27919636	2
chr3	27919310	27919403	3
chr3	27919315	27919439	1
chr3	27919315	27919444	5
chr3	27919315	27919629	3
chr3	27919329	27919586	6
chr3	27919329	27919641	1
chr3	27919330	27919441	1
chr3	27919334	27919636	6
chr3	27919337	27919510	1
chr3	27919347	27919441	8
chr3	27919351	27919434	4
chr3	27919358	27919616	1
chr3	27919360	27919690	1
chr3	27919372	27919597	1
chr3	27919383	27919688	1
chr3	27919388	27919439	3
chr3	27919391	27919619	1
chr3	27919392	27919499	2
chr3	27919394	27919630	2
chr3	27919394	27919766	1
chr3	27919404	27919492	1
chr3	27919416	27919630	2
chr3	27919426	27919646	3
chr3	27919439	27919688	2
chr3	27919441	27919619	2
chr3	27919441	27919744	3
chr3	27919444	27919510	3
chr3	27919444	27919688	1
chr3	27919449	27919634	1
chr3	27919458	27919733	2
chr3	27919477	27919688	3
chr3	27919487	27919700	3
chr3	27919553	27919630	6
chr3	27919577	27919783	1
chr3	27919581	27919733	2
chr3	27919586	27919624	1
chr3	27919586	27919636	2
chr3	27919611	27919688	5
chr3	27919616	27919688	1
chr3	27919624	27919668	5
chr3	27919629	27919675	3
chr3	27919630	27919658	1
chr3	27919636	27919688	2
chr3	27919636	27919744	1
chr3	27919643	27919766	2
chr3	27919658	27919710	2
chr3	27919658	27919861	1
chr3	27919673	27919742	1
chr3	27919688	27919725	1
chr3	27919688	27919733	1
chr3	27919688	27919887	1
chr3	27919690	27920560	1
chr3	27919761	27919808	2
chr3	27919883	27919964	1
chr3	27920008	27920086	3
chr3	27920587	27920885	1
chr3	27921232	27921448	4
chr3	27921254	27921854	1
chr3	27921406	27922019	1
chr3	27921479	27921901	4
chr3	27921505	27921800	1
chr3	27921654	27921841	2
chr3	27921763	27922100	2
chr3	27921824	27921992	4
chr3	27921833	27922014	5
chr3	27921866	27922837	1
chr3	27921907	27922305	5
chr3	27921916	27922354	5
chr3	27922025	27922078	1
chr3	27922075	27922294	1
chr3	27922101	27922352	2
chr3	27922141	27922281	3
chr3	27922144	27922362	1
chr3	27922269	27923053	1
chr3	27922286	27922478	2
chr3	27922287	27922733	1
chr3	27922296	27922468	3
chr3	27922302	27922669	2
chr3	27922338	27922442	4
chr3	27922352	27922891	1
chr3	27922394	27922504	2
chr3	27922396	27922626	1
chr3	27922424	27922910	2
chr3	27922447	27923007	1
chr3	27922453	27922496	1
chr3	27922456	27922832	1
chr3	27922468	27922664	3
chr3	27922472	27922757	4
chr3	27922472	27922833	3
chr3	27922476	27922819	1
chr3	27922476	27922849	2
chr3	27922491	27922677	2
chr3	27922519	27922852	3
chr3	27922615	27922863	5
chr3	27922615	27923050	1
chr3	27922621	27922827	2
chr3	27922636	27922680	6
chr3	27922636	27923098	1
chr3	27922636	27923144	2
chr3	27922637	27922896	2
chr3	27922642	27922820	3
chr3	27922642	27923007	1
chr3	27922652	27922873	1
chr3	27922652	27922874	1
chr3	27922654	27922976	1
chr3	27922662	27922867	1
chr3	27922663	27923117	3
chr3	27922667	27922827	5
chr3	27922668	27922742	1
chr3	27922668	27922865	1
chr3	27922671	27923045	2
chr3	27922671	27923089	1
chr3	27922677	27922833	1
chr3	27922677	27922868	4
chr3	27922677	27922964	4
chr3	27922678	27922953	1
chr3	27922678	27922959	1
chr3	27922680	27922903	3
chr3	27922687	27922989	1
chr3	27922690	27922732	3
chr3	27922690	27923236	1
chr3	27922692	27922867	4
chr3	27922701	27922873	1
chr3	27922702	27922931	1
chr3	27922725	27922747	1
chr3	27922725	27923133	2
chr3	27922727	27923108	1
chr3	27922732	27923120	3
chr3	27922732	27923137	3
chr3	27922733	27922837	1
chr3	27922733	27922865	3
chr3	27922737	27923021	1
chr3	27922737	27923066	1
chr3	27922741	27923045	2
chr3	27922745	27922790	3
chr3	27922747	27922865	1
chr3	27922747	27923050	2
chr3	27922757	27923187	2
chr3	27922763	27923147	1
chr3	27922773	27922828	3
chr3	27922773	27922994	1
chr3	27922773	27923026	1
chr3	27922777	27922833	2
chr3	27922782	27922847	1
chr3	27922783	27923011	1
chr3	27922787	27923401	1
chr3	27922792	27923005	2
chr3	27922792	27923117	1
chr3	27922792	27923306	1
chr3	27922793	27922873	4
chr3	27922796	27923055	3
chr3	27922797	27923101	5
chr3	27922799	27922976	2
chr3	27922815	27922865	1
chr3	27922819	27922902	2
chr3	27922819	27922941	1
chr3	27922820	27922986	4
chr3	27922820	27923043	2
chr3	27922820	27923130	1
chr3	27922820	27923190	4
chr3	27922822	27922979	3
chr3	27922824	27923145	4
chr3	27922831	27923098	1
chr3	27922832	27923112	2
chr3	27922832	27923256	2
chr3	27922833	27923108	1
chr3	27922833	27923292	1
chr3	27922835	27922875	2
chr3	27922835	27922910	2
chr3	27922843	27923333	1
chr3	27922847	27922923	3
chr3	27922847	27922961	1
chr3	27922847	27922964	2
chr3	27922847	27923118	1
chr3	27922849	27923220	1
chr3	27922855	27922928	1
chr3	27922857	27922910	1
chr3	27922857	27923005	1
chr3	27922857	27923256	3
chr3	27922860	27923019	3
chr3	27922860	27923122	1
chr3	27922860	27923133	4
chr3	27922860	27923185	1
chr3	27922861	27923101	1
chr3	27922863	27923091	1
chr3	27922865	27922913	2
chr3	27922865	27922964	1
chr3	27922865	27922984	1
chr3	27922865	27923004	7
chr3	27922865	27923023	1
chr3	27922865	27923083	4
chr3	27922865	27923226	2
chr3	27922865	27923328	1
chr3	27922866	27923091	4
chr3	27922867	27922945	1
chr3	27922867	27923002	1
chr3	27922868	27923072	2
chr3	27922868	27923231	5
chr3	27922873	27922926	3
chr3	27922873	27922927	1
chr3	27922873	27923019	1
chr3	27922873	27923079	3
chr3	27922873	27923112	6
chr3	27922873	27923122	1
chr3	27922873	27923187	1
chr3	27922875	27923043	2
chr3	27922889	27922946	3
chr3	27922893	27923133	2
chr3	27922894	27923024	1
chr3	27922894	27923072	2
chr3	27922894	27923222	1
chr3	27922909	27923117	2
chr3	27922910	27923161	1
chr3	27922910	27923166	4
chr3	27922911	27923082	1
chr3	27922911	27923182	1
chr3	27922911	27923275	1
chr3	27922915	27923064	2
chr3	27922915	27923144	3
chr3	27922917	27923106	2
chr3	27922917	27923300	1
chr3	27922918	27923273	2
chr3	27922921	27923221	2
chr3	27922922	27923231	3
chr3	27922923	27923072	1
chr3	27922924	27923248	1
chr3	27922926	27923185	5
chr3	27922928	27923005	2
chr3	27922928	27923165	2
chr3	27922939	27922990	1
chr3	27922940	27923170	2
chr3	27922941	27923108	4
chr3	27922941	27923286	2
chr3	27922944	27923623	1
chr3	27922946	27923043	1
chr3	27922946	27923219	1
chr3	27922947	27923391	1
chr3	27922953	27923145	1
chr3	27922954	27923233	1
chr3	27922959	27923024	2
chr3	27922959	27923145	2
chr3	27922964	27923194	2
chr3	27922969	27923008	1
chr3	27922971	27923221	1
chr3	27922976	27923043	3
chr3	27922976	27923175	3
chr3	27922979	27923127	1
chr3	27922979	27923190	1
chr3	27922981	27923286	3
chr3	27922982	27923226	2
chr3	27922984	27923074	2
chr3	27922985	27923565	1
chr3	27922986	27923064	2
chr3	27922986	27923389	1
chr3	27922986	27923399	1
chr3	27922988	27923411	2
chr3	27922989	27923043	2
chr3	27922995	27923060	1
chr3	27922995	27923239	3
chr3	27923002	27923259	1
chr3	27923004	27923273	2
chr3	27923005	27923040	1
chr3	27923005	27923045	1
chr3	27923005	27923050	2
chr3	27923005	27923056	1
chr3	27923005	27923082	1
chr3	27923005	27923091	1
chr3	27923005	27923131	1
chr3	27923005	27923152	1
chr3	27923005	27923175	1
chr3	27923005	27923185	1
chr3	27923005	27923366	1
chr3	27923005	27923386	1
chr3	27923010	27923048	1
chr3	27923010	27923096	1
chr3	27923015	27923226	1
chr3	27923019	27923081	4
chr3	27923020	27923123	2
chr3	27923024	27923091	5
chr3	27923029	27923072	1
chr3	27923029	27923096	2
chr3	27923030	27923092	2
chr3	27923030	27923130	7
chr3	27923031	27923076	3
chr3	27923037	27923072	1
chr3	27923042	27923082	1
chr3	27923043	27923122	1
chr3	27923043	27923154	1
chr3	27923045	27923082	1
chr3	27923045	27923230	4
chr3	27923048	27923101	2
chr3	27923050	27923115	2
chr3	27923050	27923226	1
chr3	27923050	27923238	1
chr3	27923050	27923286	1
chr3	27923053	27923130	5
chr3	27923053	27923175	1
chr3	27923055	27923112	1
chr3	27923056	27923174	3
chr3	27923060	27923100	3
chr3	27923060	27923108	2
chr3	27923060	27923110	1
chr3	27923060	27923120	2
chr3	27923060	27923180	2
chr3	27923061	27923323	2
chr3	27923066	27923139	8
chr3	27923066	27923152	3
chr3	27923068	27923221	1
chr3	27923071	27923117	3
chr3	27923072	27923123	1
chr3	27923072	27923130	6
chr3	27923072	27923175	3
chr3	27923072	27923213	1
chr3	27923072	27923381	3
chr3	27923074	27923212	2
chr3	27923079	27923123	2
chr3	27923079	27923145	1
chr3	27923079	27923175	1
chr3	27923079	27923221	1
chr3	27923082	27923122	2
chr3	27923082	27923323	3
chr3	27923084	27923131	5
chr3	27923084	27923306	2
chr3	27923084	27923370	1
chr3	27923089	27923185	1
chr3	27923089	27923220	2
chr3	27923089	27923221	1
chr3	27923089	27923226	2
chr3	27923089	27923387	2
chr3	27923089	27923601	3
chr3	27923091	27923146	5
chr3	27923091	27923394	1
chr3	27923092	27923245	2
chr3	27923092	27923378	1
chr3	27923099	27923291	3
chr3	27923101	27923131	1
chr3	27923108	27923149	1
chr3	27923108	27923152	1
chr3	27923108	27923159	1
chr3	27923108	27923459	1
chr3	27923110	27923221	1
chr3	27923112	27923149	1
chr3	27923112	27923220	1
chr3	27923114	27923222	4
chr3	27923114	27923396	1
chr3	27923115	27923185	4
chr3	27923116	27923240	2
chr3	27923117	27923175	1
chr3	27923117	27923185	1
chr3	27923117	27923233	1
chr3	27923118	27923185	2
chr3	27923118	27923377	2
chr3	27923120	27923221	2
chr3	27923120	27923226	1
chr3	27923120	27923236	1
chr3	27923120	27923392	1
chr3	27923120	27923406	1
chr3	27923120	27923902	1
chr3	27923122	27923228	4
chr3	27923122	27923256	3
chr3	27923122	27923367	2
chr3	27923123	27923203	1
chr3	27923125	27923185	4
chr3	27923125	27923401	2
chr3	27923127	27923185	1
chr3	27923128	27923372	2
chr3	27923130	27923221	4
chr3	27923130	27923516	2
chr3	27923131	27923396	1
chr3	27923133	27923188	3
chr3	27923133	27923219	7
chr3	27923133	27923230	1
chr3	27923133	27923238	3
chr3	27923133	27923399	2
chr3	27923135	27923238	1
chr3	27923135	27923387	1
chr3	27923135	27923404	3
chr3	27923144	27923189	1
chr3	27923144	27923325	4
chr3	27923145	27923226	1
chr3	27923147	27923312	1
chr3	27923149	27923226	1
chr3	27923152	27923233	1
chr3	27923152	27923291	1
chr3	27923152	27923397	1
chr3	27923152	27923451	2
chr3	27923152	27923502	1
chr3	27923152	27923545	1
chr3	27923154	27923239	1
chr3	27923161	27923379	3
chr3	27923166	27923250	2
chr3	27923166	27923614	1
chr3	27923175	27923279	3
chr3	27923175	27923310	1
chr3	27923175	27923386	1
chr3	27923175	27923401	2
chr3	27923175	27923412	2
chr3	27923180	27923226	5
chr3	27923180	27923409	1
chr3	27923180	27923596	4
chr3	27923182	27923226	3
chr3	27923185	27923249	2
chr3	27923185	27923307	2
chr3	27923185	27923480	1
chr3	27923185	27923602	1
chr3	27923187	27923479	1
chr3	27923188	27923233	1
chr3	27923199	27923449	2
chr3	27923218	27923459	3
chr3	27923220	27923425	2
chr3	27923221	27923378	3
chr3	27923221	27923487	1
chr3	27923226	27923273	2
chr3	27923226	27923291	1
chr3	27923226	27923394	2
chr3	27923226	27924237	1
chr3	27923228	27923459	1
chr3	27923228	27923600	1
chr3	27923230	27923286	1
chr3	27923230	27923298	3
chr3	27923230	27923435	1
chr3	27923231	27923287	1
chr3	27923231	27923584	1
chr3	27923234	27923489	3
chr3	27923236	27923291	1
chr3	27923239	27923675	1
chr3	27923241	27923291	1
chr3	27923246	27923506	2
chr3	27923250	27923487	3
chr3	27923256	27923425	1
chr3	27923256	27923503	1
chr3	27923273	27923307	1
chr3	27923273	27923324	3
chr3	27923273	27923535	2
chr3	27923273	27923567	1
chr3	27923275	27923644	1
chr3	27923279	27923467	1
chr3	27923286	27923328	1
chr3	27923286	27923661	2
chr3	27923291	27923367	2
chr3	27923291	27923521	2
chr3	27923291	27923535	3
chr3	27923300	27923399	1
chr3	27923305	27923574	1
chr3	27923308	27923333	1
chr3	27923317	27923382	1
chr3	27923333	27923376	1
chr3	27923333	27923409	2
chr3	27923335	27923386	2
chr3	27923335	27923399	2
chr3	27923343	27923386	1
chr3	27923366	27923402	1
chr3	27923372	27923402	1
chr3	27923379	27923606	2
chr3	27923386	27923611	4
chr3	27923391	27923462	3
chr3	27923397	27923567	2
chr3	27923399	27923449	1
chr3	27923399	27923502	2
chr3	27923401	27923515	2
chr3	27923401	27923595	1
chr3	27923401	27923624	2
chr3	27923401	27923633	1
chr3	27923402	27923520	1
chr3	27923459	27923547	9
chr3	27923480	27923761	1
chr3	27923482	27923536	1
chr3	27923491	27923546	1
chr3	27923515	27923778	5
chr3	27923521	27923587	2
chr3	27923526	27923778	3
chr3	27923547	27923754	1
chr3	27923578	27923601	2
chr3	27923593	27923639	1
chr3	27923595	27923799	1
chr3	27923601	27923807	1
chr3	27924707	27924916	2
chr3	27924802	27925364	1
chr3	27924876	27925219	1
chr3	27926823	27927182	2
chr3	27927005	27927164	5
chr3	27927028	27927235	1
chr3	27927032	27927261	1
chr3	27927163	27927253	3
chr3	27927215	27927440	5
chr3	27927226	27927436	2
chr3	27927226	27927563	4
chr3	27927253	27927409	1
chr3	27927854	27928062	1
chr3	27927870	27927903	1
chr3	27927998	27928294	2
chr3	27928098	27928267	4
chr3	27928115	27928285	3
chr3	27928574	27928797	1
chr3	27928702	27928898	2
chr3	27929827	27930194	2
chr3	27929874	27930092	3
chr3	27930088	27930332	2
chr3	27930171	27930215	5
chr3	27930232	27930332	2
chr3	27930240	27930455	2
chr3	27930266	27930486	8
chr3	27930656	27930858	1
chr3	27932394	27932772	1
chr3	27933789	27933971	1
chr3	27937603	27937681	2
chr3	27938093	27938288	2
chr3	27938323	27938549	1
chr3	27938411	27938622	1
